DateCount,Filter100um1,Filter100um2,Filter10um1,Filter10um2,Filter20um1,Filter20um2,Filter20um3,Filter20umPercDiff,FilterRinse,HClAdded,JarID,LarvaeCountsNotes,NumPhotos,NumSWR,Objective,PercentAbnormal,PersonFilterCount,PersonPhotos,PhotoNotes,PresenceJunk,PresenceZopl,ProtocolVersion,SWRAbnormal,SWRCountTotal,SWRD,SWRFacingAway,SWRFacingAwayAbnormal,SWRRound,SWRStored,SWRTotal,SWRType,SWRUnsure,Total1mL,TotalLarvae
20180913,7,7,1,1,285,278,0,0.024561404,DI,TRUE,J036_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,5,FALSE,185,0,0,0,DI,190,plastic,0,190,478.5
20180914,3,3,0,0,392,400,438,-0.020408163,DI,TRUE,J037_B1,"Had to count the filter 4 times, the 4th count was 372",30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,272,0,0,0,DI,276,plastic,0,276,675
20180914,18,19,0,0,376,381,0,-0.013297872,DI,TRUE,J038_B1,,30,1,20X,,Camila,Camila,4 abnormal larvae photographed,NA,NA,v1,22,FALSE,272,0,0,0,DI,294,plastic,0,294,691
20180914,1,1,0,0,273,267,0,0.021978022,DI,TRUE,J039_B1,Replaced the 100 micron filter ,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,182,0,0,0,DI,184,plastic,0,184,455
20180914,0,0,0,0,260,260,0,0,DI,TRUE,J040_B1,,30,1,20X,,Camila,Camila,1 abnormal larva photographed,NA,NA,v1,3,FALSE,120,0,0,0,DI,123,plastic,0,123,383
20180917,5,5,0,0,332,330,0,0.006024096,DI,TRUE,J041_B1,upper right had the most larvae,32,1,20X,,Camila,Camila,2 abnormal larvae photographed,NA,NA,v1,8,FALSE,77,0,0,1,DI,86,plastic,0,86,422
20180917,11,12,0,0,861,846,811909,0.017421603,DI,TRUE,J042_B1,"had to count four times,  lower half of the filter had the most larvae",30,1,20X,,Camila,Camila,,NA,NA,v1,27,FALSE,218,0,0,0,DI,245,plastic,0,245,1110
20180917,6,6,0,0,485,482,0,0.006185567,DI,TRUE,J043_B1,upper half had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,6,FALSE,334,0,0,0,DI,340,plastic,0,340,829.5
20180917,3,3,0,0,542,534,0,0.014760148,DI,TRUE,J044_B1,left side had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,1,FALSE,108,0,0,0,DI,109,plastic,0,109,650
20180918,6,6,0,0,98,97,0,0.010204082,DI,TRUE,J045_B1,upper half had the most larvae,31,1,20X,,Camila,Camila,1 abnormal larva photographed,NA,NA,v1,2,FALSE,191,0,0,0,DI,193,plastic,0,193,296.5
20180918,4,4,0,0,148,141,0,0.047297297,DI,TRUE,J046_B1,Lower half had the most larvae,31,1,20X,,Camila,Camila,3? abnormal larvae photographed,NA,NA,v1,9,FALSE,44,0,0,0,DI,53,plastic,0,53,201.5
20180918,6,6,0,0,328,331,382,-0.009146341,DI,TRUE,J049_B1,lower left had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,6,FALSE,192,0,0,0,DI,198,plastic,0,198,533.5
20180919,8,8,1,1,309,323,292,-0.045307443,DI,TRUE,J050_B1,right side had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,376,0,0,0,DI,380,plastic,0,380,704
20180919,3,3,0,0,291,304,0,-0.04467354,DI,TRUE,J051_B1,"upper left had the most larvae, they were more faint in color than other filters have been, maybe they didn't get enought neutral red dye?",30,1,20X,,Camila,Camila,,NA,NA,v1,0,FALSE,404,0,0,0,DI,404,plastic,0,404,704.5
20180919,4,4,0,0,448,470,0,-0.049107143,DI,TRUE,J052_B1,right side had the most larvae,33,1,20X,,Camila,Camila,"3 ""facing away"" larvae photographed; many ""facing away"" larvae in subsample",NA,NA,v1,4,FALSE,102,0,0,0,DI,106,plastic,0,106,569
20180919,4,4,0,0,272,274,0,-0.007352941,DI,TRUE,J053_B1,upper left had the most larvae,32,1,20X,,Camila,Camila,2 abnormal larvae photographed,NA,NA,v1,2,FALSE,449,0,0,1,DI,452,plastic,0,452,729
20180919,3,3,0,0,191,194,206,-0.015706806,DI,TRUE,J054_B1,upper right had the most larvae,30,1,20X,,Camila,Camila,"many ""facing away"" larvae in subsample",NA,NA,v1,5,FALSE,493,0,0,0,DI,498,plastic,0,498,693.5
20180919,1,1,0,0,396,380,0,0.04040404,DI,TRUE,J055_B1,upper left had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,253,0,0,0,DI,256,plastic,0,256,645
20180920,2,2,0,0,384,394,0,-0.026041667,DI,TRUE,J056_B1,Lower half had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,7,FALSE,874,0,0,0,DI,881,plastic,0,881,1272
20180924,3,3,0,0,272,268,0,0.014705882,DI,TRUE,J057_B1,"lower right had the most larvae, storage falcon tube used to test tubidity meter",30,1,20X,,Camila,Camila,,NA,NA,v1,10,FALSE,96,0,0,0,DI,106,plastic,0,106,379
20180924,0,0,0,0,141,139,152,0.014184397,DI,TRUE,J058_B1,upper right had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,5,FALSE,373,0,0,0,DI,378,plastic,0,378,518
20180924,1,1,0,0,267,260,0,0.026217228,DI,TRUE,J059_B1,lower left had the most larvae,30,2,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,79,0,0,0,DI,82,plastic,0,82,346.5
20180924,5,6,0,0,348,355,327,-0.020114943,DI,TRUE,J060_B1,right side had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,10,FALSE,96,0,0,0,DI,106,plastic,0,106,463
20180924,5,5,0,0,67,69,0,-0.029850746,DI,TRUE,J061_B1,lower right had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,1,FALSE,648,0,0,0,DI,649,plastic,0,649,722
20180925,3,4,0,0,242,235,0,0.02892562,DI,TRUE,J062_B1,upper right had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,13,FALSE,242,0,0,0,DI,255,plastic,0,255,497
20180925,1,1,0,0,240,239,0,0.004166667,DI,TRUE,J063_B1,lower left had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,455,0,0,0,DI,459,plastic,0,459,699.5
20180925,0,0,0,0,327,332,0,-0.01529052,DI,TRUE,J064_B1,upper left had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,183,0,0,0,DI,185,plastic,0,185,514.5
20180925,0,0,0,0,259,251,0,0.030888031,DI,TRUE,J065_B1,lower right had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,10,FALSE,158,0,0,0,DI,168,plastic,0,168,423
20180926,1,1,0,0,323,314,301,0.027863777,DI,TRUE,J066_B1,lower right had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,11,FALSE,170,0,0,0,DI,181,plastic,0,181,500.5
20180926,3,3,0,0,276,285,0,-0.032608696,DI,TRUE,J067_B1,upper left had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,553,0,0,0,DI,556,plastic,0,556,839.5
20180926,3,3,0,0,570,573,542,-0.005263158,DI,TRUE,J068_B1,upper left had the most larvae ,30,1,20X,,Camila,Camila,,NA,NA,v1,9,FALSE,110,0,0,0,DI,119,plastic,0,119,693.5
20180926,1,1,0,0,82,79,92,0.036585366,DI,TRUE,J069_B1,left side had the most larvae,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,670,0,0,0,DI,673,plastic,0,673,754.5
20180927,3,4,0,0,274,278,0,-0.01459854,DI,TRUE,J070_B1,upper right had the most larvae,38,1,20X,,Camila,Camila,,NA,NA,v1,8,FALSE,141,63,0,0,DI,212,plastic,0,149,491.5
20180927,0,0,0,0,143,143,0,0,DI,TRUE,J071_B1,upper right had the most larvae,32,2,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,37,3,0,0,DI,42,plastic,0,39,185
20180927,0,0,0,0,114,115,0,-0.00877193,DI,TRUE,J072_B1,Lower half had the most larvae,31,1,20X,,Camila,Camila,,NA,NA,v1,1,FALSE,48,27,0,0,DI,76,plastic,0,49,190.5
20180927,5,5,0,0,920,961,0,-0.044565217,DI,TRUE,J073_B1,right side had the most larvae,35,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,420,295,0,0,DI,728,plastic,9,424,1673.5
20180928,5,6,0,0,505,516,460,-0.021782178,DI,TRUE,J074_B1,upper left had the most larvae,35,1,20X,,Camila,Camila,,NA,NA,v1,5,FALSE,1865,51,0,0,DI,1928,plastic,7,1870,2444
20180928,2,2,0,0,226,222,0,0.017699115,DI,TRUE,J076_B1,upper middle had the most larvae,32,1,20X,,Camila,Camila,,NA,NA,v1,0,FALSE,248,56,2,0,DI,307,plastic,1,248,533
20180928,1,1,1,1,334,337,0,-0.008982036,DI,TRUE,J077_B1,Lower half had the most larvae,31,1,20X,,Camila,Camila,,NA,NA,v1,1,FALSE,118,4,0,0,DI,123,plastic,0,119,459.5
20180928,1,1,0,0,245,234,165180,0.044897959,DI,TRUE,J078_B1,,46,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,156,149,2,0,DI,309,plastic,0,158,549.5
20181001,3,3,0,0,507,488,464,0.037475345,DI,TRUE,J079_B1,lower right had the most larvae,44,1,20X,,Camila,Camila,,NA,NA,v1,11,FALSE,205,54,4,0,DI,279,plastic,5,216,779.5
20181001,3,3,0,0,297,296,219234,0.003367003,DI,TRUE,J080_B1,lower right had the most larvae,43,1,20X,,Camila,Camila,,NA,NA,v1,13,FALSE,633,25,2,0,DI,680,plastic,7,646,979.5
20181001,3,3,0,0,267,262,0,0.018726592,DI,TRUE,J081_B1,"lower left had the most larvae, storage falcon tube used to test tubidity meter",39,1,20X,,Camila,Camila,,NA,NA,v1,6,FALSE,213,177,6,0,DI,403,plastic,1,219,670.5
20181002,1,1,0,0,625,626,0,-0.0016,DI,TRUE,J082_B1,right side had the most larvae,32,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,171,4,1,0,DI,178,plastic,0,173,804.5
20181002,6,8,0,0,439,435,464,0.009111617,DI,TRUE,J083_B1,upper right had the most larvae,37,1,20X,,Camila,Camila,,NA,NA,v1,7,FALSE,291,126,15,0,DI,444,plastic,5,298,888
20181004,0,0,0,0,166,169,203,-0.018072289,DI,TRUE,J084_B1,upper left had the most larvae,37,1,20X,,Camila,Camila,,NA,NA,v1,7,FALSE,664,58,2,0,DI,734,plastic,3,671,901.5
20181004,2,2,0,0,136,137,128,-0.007352941,DI,TRUE,J085_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,124,41,1,0,DI,171,plastic,2,127,309.5
20181004,1,1,0,0,64,65,0,-0.015625,DI,TRUE,J086_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,304,9,0,0,DI,316,plastic,1,306,381.5
20181004,0,0,0,0,213,204,225,0.042253521,DI,TRUE,J087_B1,upper right,40,1,20X,,Camila,Camila,,NA,NA,v1,0,FALSE,100,79,1,0,DI,182,plastic,2,100,390.5
20181004,0,0,0,0,143,142,0,0.006993007,DI,TRUE,J088_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,169,4,0,0,DI,176,plastic,0,172,318.5
20181005,0,0,0,0,54,53,0,0.018518519,DI,TRUE,J089_B1,lower right,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,378,3,0,0,DI,383,plastic,0,380,436.5
20181005,0,0,0,0,121,117,0,0.033057851,DI,TRUE,J090_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,219,72,3,0,DI,299,plastic,1,223,418
20181005,0,0,0,0,101,102,0,-0.00990099,DI,TRUE,J091_B1,lower right,33,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,348,17,0,0,DI,369,plastic,1,351,470.5
20181005,0,0,1,1,282,288,0,-0.021276596,DI,TRUE,J092_B1,upper right,34,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,572,7,0,0,DI,583,plastic,0,576,868
20181011,0,0,2,2,151,155,0,-0.026490066,DI,TRUE,J093_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,348,17,0,0,DI,369,plastic,1,351,522
20181012,1,1,0,0,207,198,0,0.043478261,DI,TRUE,J094_B1,upper left,30,1,20X,,Camila,Camila,,NA,NA,v1,7,FALSE,489,14,1,0,DI,511,plastic,0,496,714.5
20181012,1,1,0,0,237,230,0,0.029535865,DI,TRUE,J095_B1,lower left,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,603,8,0,0,DI,614,plastic,0,606,848.5
20181012,3,3,0,0,364,355,0,0.024725275,DI,TRUE,J096_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,10,FALSE,145,62,5,0,DI,222,plastic,0,155,584.5
20181012,3,3,0,0,262,256,239,0.022900763,DI,TRUE,J097_B1,lower left,30,1,20X,,Camila,Camila,,NA,NA,v1,5,FALSE,181,29,1,0,DI,216,plastic,0,186,478
20181012,0,0,0,0,505,503,551,0.003960396,DI,TRUE,J098_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,15,FALSE,330,112,2,0,DI,459,plastic,0,345,963
20181015,1,1,0,0,169,168,182,0.00591716,DI,TRUE,J099_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,747,3,0,0,DI,754,plastic,1,750,923.5
20181015,3,3,0,0,448,440,0,0.017857143,DI,TRUE,J100_B1,upper left,30,1,20X,,Camila,Camila,,NA,NA,v1,8,FALSE,201,58,3,4,DI,274,plastic,0,213,721
20181016,3,3,0,0,156,153,0,0.019230769,DI,TRUE,J101_B1,lower left,30,1,20X,,Camila,Camila,,NA,NA,v1,1,FALSE,32,5,0,1,DI,39,plastic,0,34,196.5
20181016,3,3,0,0,115,113,0,0.017391304,DI,TRUE,J102_B1,upper left,30,1,20X,,Camila,Camila,,NA,NA,v1,3,FALSE,49,24,0,0,DI,76,plastic,0,52,193
20181016,2,2,0,0,97,97,0,0,DI,TRUE,J104_B1,lower left,30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,259,4,0,0,DI,267,plastic,0,263,366
20181016,0,0,0,0,363,358,342,0.013774105,DI,TRUE,J105_B1,upper right,30,1,20X,,Camila,Camila,,NA,NA,v1,7,FALSE,250,92,5,1,DI,356,plastic,1,258,716.5
20181102,5,5,0,0,175,178,0,-0.017142857,DI,TRUE,J106_B1,larvae poured onto 10 micron filter by accident ,30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,149,75,1,0,DI,229,plastic,0,153,410.5
20181102,0,0,1,1,257,268,286,-0.042801556,DI,TRUE,J107_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,134,9,1,0,DI,146,plastic,0,136,408.5
20181105,0,0,0,0,227,220,0,0.030837004,DI,TRUE,J108_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,28,FALSE,225,49,2,0,DI,304,plastic,0,253,527.5
20181105,0,0,0,0,227,225,0,0.008810573,DI,TRUE,J109_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,109,3,0,0,DI,114,plastic,0,111,340
20181106,3,3,0,0,208,209,219,-0.004807692,DI,TRUE,J110_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,8,FALSE,47,25,1,0,DI,81,plastic,0,55,292.5
20181106,1,1,0,0,364,359,0,0.013736264,DI,TRUE,J111_B1,larvae were very light on the filter,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,356,5,0,0,DI,363,plastic,0,358,725.5
20181107,0,0,0,0,317,322,0,-0.015772871,DI,TRUE,J112_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,32,FALSE,251,114,3,1,DI,401,plastic,0,284,720.5
20181107,3,3,0,0,453,454,510,-0.002207506,DI,TRUE,J113_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,14,FALSE,429,20,0,0,DI,464,plastic,1,443,920.5
20181113,0,0,1,1,470,470,0,0,DI,TRUE,J114_B1,tons of larvae on the sides of the filter,30,1,20X,,Camila,Camila,,NA,NA,v1,49,FALSE,715,181,4,0,DI,949,plastic,0,764,1419
20181113,0,0,0,0,433,428,0,0.011547344,DI,TRUE,J115_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,19,FALSE,1049,28,0,0,DI,1096,plastic,0,1068,1526.5
20181113,1,1,0,0,878,917,837,-0.044419134,DI,FALSE,J116_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,13,FALSE,118,131,6,0,DI,268,plastic,0,131,1166.5
20181114,0,0,0,0,344,341,0,0.00872093,DI,FALSE,J117_B1,"recounted filter when dry: 333, storage falcon tube used to look at larvae again so more DI and formalin was added",30,1,20X,,Camila,Camila,,NA,NA,v1,4,FALSE,543,12,0,0,DI,559,plastic,0,547,901.5
20181114,1,1,0,0,542,542,0,0,DI,FALSE,J118_B1,"recounted filter when dry: 416, 422",30,1,20X,,Camila,Camila,,NA,NA,v1,12,FALSE,192,67,1,0,DI,272,plastic,0,204,815
20181114,1,1,0,0,281,293,0,-0.042704626,DI,FALSE,J119_B1,recounted filter when dry: 282,30,1,20X,,Camila,Camila,,NA,NA,v1,2,FALSE,265,5,0,0,DI,272,plastic,0,267,560
20181115,1,1,0,0,444,435,0,0.02027027,DI,FALSE,J120_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,6,FALSE,68,29,0,0,DI,104,plastic,1,74,544.5
20181116,0,0,0,0,177,183,0,-0.033898305,DI,FALSE,J121_B1,lots of debris on filter,31,1,20X,,Camila,Camila,abnormal photos: 13,NA,NA,v1,0,TRUE,0,0,0,0,DI,600,plastic,0,,780
20181116,3,3,1,1,733,748,0,-0.020463847,DI,FALSE,J122_B1,,39,1,20X,,Camila,Camila,"abnormal photos: 7, 9, 10, 16, 18, 19, 28, 31, 34",NA,NA,v1,0,TRUE,0,0,0,0,DI,176,plastic,0,0,919.5
20181116,1,1,0,0,245,254,0,-0.036734694,SFSW,FALSE,J123_B1,recounted filter when dry: 265,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,578,plastic,0,0,828.5
20181116,0,0,0,0,577,596,0,-0.032928943,SFSW,FALSE,J124_B1,,31,1,20X,,Camila,Camila,abnormal photo: 5,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,129,plastic,0,0,715.5
20181116,0,0,0,0,168,166,179,0.011904762,SFSW,FALSE,J125_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,336,plastic,0,0,503
20181119,2,2,1,1,331,321,0,0.03021148,SFSW,FALSE,J126_B1,,38,1,20X,,Camila,Camila,"abnormal photos: 1, 2, 8, 13, 24, 27 (open?), 31, 34 (velum)",NA,NA,v1,0,TRUE,0,0,0,0,SFSW,154,plastic,0,0,482
20181119,4,4,0,0,399,405,0,-0.015037594,SFSW,FALSE,J127_B1,,35,1,20X,,Camila,Camila,"abnormal photos: 4, 13, 17, 22, 29",NA,NA,v1,0,TRUE,0,0,0,0,SFSW,177,plastic,0,0,583
20181119,13,12,1,1,453,445,0,0.017660044,SFSW,FALSE,J128_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,243,plastic,0,0,704.5
20181119,0,0,0,0,50,50,0,0,SFSW,FALSE,J129_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,696,plastic,0,0,746
20181119,0,0,0,0,681,694,0,-0.019089574,SFSW,FALSE,J130_B1,"extra counts at different magnifications: at 2.0x=705, 1.0x=590, 1.0x= 554",30,1,20X,,Camila,Camila,abnormal photo: 16,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,1003,plastic,0,0,1690.5
20181126,1,1,1,1,453,452,482,0.002207506,SFSW,FALSE,J131_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,212,plastic,0,0,665.5
20181126,3,3,0,0,487,474,462,0.026694045,DI,FALSE,J132_B1,,35,1,20X,,Camila,Camila,"abnormal photos: 1, 8, 11, 19, 26",NA,NA,v1,0,TRUE,0,0,0,0,SFSW,226,plastic,0,0,709.5
20181126,2,2,0,0,200,197,0,0.015,DI,FALSE,J133_B1,,30,1,20X,,Camila,Camila,,NA,NA,v1,0,TRUE,0,0,0,0,SFSW,267,plastic,0,0,467.5
